region,total_cases,new_cases,total_deaths,new_deaths,total_recovered,active_cases,serious_cases,total_cases_per_million,total_deaths_per_million,mortality_rate
Philippines,3094,76,144,8,57,2893,1,28.0,1.0,4.65
India,3082,23,86,0,229,2767,0,2.0,0.06,2.79
Japan,2935,0,69,0,514,2352,60,23.0,0.5,2.35
Pakistan,2818,132,41,1,131,2646,13,13.0,0.2,1.45
Luxembourg,2729,117,31,0,500,2198,35,4360.0,50.0,1.14
Saudi_Arabia,2179,140,29,4,420,1730,41,63.0,0.8,1.33
Indonesia,2092,106,191,10,150,1751,0,8.0,0.7,9.13
Thailand,2067,89,20,1,674,1373,23,30.0,0.3,0.97
Finland,1882,267,25,5,300,1557,72,340.0,5.0,1.33
Peru,1746,151,61,0,914,771,88,53.0,2.0,3.49
Mexico,1688,178,60,10,633,995,1,13.0,0.5,3.55
Greece,1673,60,68,5,78,1527,92,161.0,7.0,4.06
Panama,1673,0,41,0,13,1619,50,388.0,10.0,2.45
Serbia,1624,148,44,5,54,1526,89,186.0,5.0,2.71
UAE,1505,241,10,1,125,1370,2,152.0,1.0,0.66
South_Africa,1505,0,9,0,95,1401,7,25.0,0.2,0.6
Dominican_Republic,1488,0,68,0,16,1404,147,137.0,6.0,4.57
Iceland,1417,53,4,0,396,1017,12,4152.0,12.0,0.28
Argentina,1353,0,42,0,266,1045,0,30.0,0.9,3.1
Qatar,1325,250,3,0,109,1213,37,460.0,1.0,0.23
Colombia,1267,0,25,0,55,1187,50,25.0,0.5,1.97
Algeria,1251,80,130,25,90,1031,0,29.0,3.0,10.39
Singapore,1189,75,6,1,297,886,24,203.0,1.0,0.5
Croatia,1126,47,12,4,119,995,39,274.0,3.0,1.07
Ukraine,1115,43,28,1,23,1064,16,25.0,0.6,2.51
Egypt,1070,85,71,5,241,758,0,10.0,0.7,6.64
Estonia,1039,78,13,1,59,967,20,783.0,10.0,1.25
Slovenia,977,43,22,2,79,876,31,470.0,11.0,2.25
New_Zealand,950,82,1,0,127,822,1,197.0,0.2,0.11
Morocco,883,92,58,10,65,760,1,24.0,2.0,6.57
Iraq,878,58,56,2,259,563,0,22.0,1.0,6.38
Hong_Kong,862,17,4,0,173,685,8,115.0,0.5,0.46
Lithuania,771,75,11,2,7,753,11,283.0,4.0,1.43
Armenia,770,34,7,0,43,720,30,260.0,2.0,0.91
Moldova,752,161,12,4,29,711,65,186.0,3.0,1.6
Diamond_Princess,712,0,11,0,619,82,10,0.0,0.0,1.54
Bahrain,688,16,4,0,423,261,3,404.0,2.0,0.58
Hungary,678,55,32,6,58,588,17,70.0,3.0,4.72
Bosnia_and_Herzegovina,617,38,19,2,28,570,4,188.0,6.0,3.08
Tunisia,553,58,19,1,5,529,26,47.0,2.0,3.44
Kazakhstan,525,61,5,2,36,484,6,28.0,0.3,0.95
Azerbaijan,521,78,5,0,32,484,17,51.0,0.5,0.96
Lebanon,520,12,17,0,54,449,26,76.0,2.0,3.27
Cameroon,509,0,8,0,17,484,0,19.0,0.3,1.57
Latvia,509,16,1,0,1,507,3,270.0,0.5,0.2
Bulgaria,503,18,17,3,34,452,26,72.0,2.0,3.38
North_Macedonia,483,53,17,5,20,446,11,232.0,8.0,3.52
Kuwait,479,62,1,1,93,385,17,112.0,0.2,0.21
Slovakia,471,21,1,0,10,460,3,86.0,0.2,0.21
Andorra,466,27,17,1,21,428,12,6031.0,220.0,3.65
Belarus,440,89,5,1,53,382,11,47.0,0.5,1.14
Cyprus,426,30,11,0,33,382,11,353.0,9.0,2.58
Costa_Rica,416,0,2,0,11,403,13,82.0,0.4,0.48
Uruguay,386,0,4,0,86,296,13,111.0,1.0,1.04
Taiwan,355,7,5,0,50,300,0,15.0,0.2,1.41
Réunion,334,13,0,0,40,294,4,373.0,0.0,0.0
Albania,333,29,18,1,99,216,7,116.0,6.0,5.41
Jordan,323,13,5,0,74,244,5,32.0,0.5,1.55
Burkina_Faso,318,16,16,0,66,236,0,15.0,0.8,5.03
Afghanistan,299,18,7,1,10,282,0,8.0,0.2,2.34
Cuba,288,19,6,0,15,267,11,25.0,0.5,2.08
Oman,277,25,2,1,61,214,3,54.0,0.4,0.72
Uzbekistan,266,39,2,0,25,239,8,8.0,0.06,0.75
Honduras,264,42,15,0,3,246,10,27.0,2.0,5.68
San_Marino,251,0,32,0,26,193,13,7397.0,943.0,12.75
Vietnam,240,1,0,0,90,150,3,2.0,0.0,0.0
Channel_Islands,232,0,5,1,13,214,0,1334.0,29.0,2.16
Senegal,219,12,2,1,72,145,1,13.0,0.1,0.91
Ivory_Coast,218,0,1,0,19,198,0,8.0,0.04,0.46
Palestine,216,22,1,0,21,194,0,42.0,0.2,0.46
Malta,213,11,0,0,2,211,3,482.0,0.0,0.0
Nigeria,210,0,4,0,25,181,2,1.0,0.02,1.9
Ghana,205,0,5,0,31,169,2,7.0,0.2,2.44
Montenegro,201,27,2,0,1,198,4,320.0,3.0,1.0
Mauritius,196,10,7,0,0,189,1,154.0,6.0,3.57
Faeroe_Islands,181,2,0,0,93,88,2,3704.0,0.0,0.0
Sri_Lanka,166,7,5,1,27,134,5,8.0,0.2,3.01
Georgia,162,7,1,1,36,125,6,41.0,0.3,0.62
Venezuela,155,2,7,0,52,96,6,5.0,0.2,4.52
DRC,148,0,16,0,3,129,0,2.0,0.2,10.81
Kyrgyzstan,144,14,1,0,9,134,5,22.0,0.2,0.69
Martinique,143,0,3,0,27,113,18,381.0,8.0,2.1
Bolivia,139,7,10,1,1,128,3,12.0,0.9,7.19
Brunei,135,1,1,0,66,68,3,309.0,2.0,0.74
Mayotte,134,6,2,0,14,118,3,491.0,7.0,1.49
Guadeloupe,130,0,7,0,24,99,14,325.0,17.0,5.38
Kenya,126,4,4,0,4,118,2,2.0,0.07,3.17
Isle_of_Man,126,12,1,0,0,125,0,1482.0,12.0,0.79
Niger,120,0,5,0,0,115,0,5.0,0.2,4.17
Cambodia,114,0,0,0,50,64,1,7.0,0.0,0.0
Trinidad_and_Tobago,101,3,6,0,1,94,0,72.0,4.0,5.94
Gibraltar,98,3,0,0,52,46,0,2909.0,0.0,0.0
Paraguay,96,4,3,0,12,81,2,13.0,0.4,3.12
Rwanda,89,0,0,0,0,89,0,7.0,0.0,0.0
Liechtenstein,77,2,0,0,0,77,0,2020.0,0.0,0.0
Guinea,73,0,0,0,2,71,0,6.0,0.0,0.0
Bangladesh,70,9,8,2,30,32,1,0.4,0.05,11.43
Madagascar,70,0,0,0,0,70,6,3.0,0.0,0.0
Monaco,64,0,1,0,3,60,2,1631.0,25.0,1.56
Aruba,64,2,0,0,1,63,0,599.0,0.0,0.0
Guatemala,57,7,2,1,15,40,1,3.0,0.1,3.51
French_Guiana,57,0,0,0,22,35,1,191.0,0.0,0.0
El_Salvador,56,10,3,0,0,53,4,9.0,0.5,5.36
Jamaica,53,0,3,0,7,43,0,18.0,1.0,5.66
Barbados,52,1,0,0,0,52,0,181.0,0.0,0.0
Djibouti,50,1,0,0,8,42,0,51.0,0.0,0.0
Uganda,48,0,0,0,0,48,0,1.0,0.0,0.0
Macao,43,1,0,0,10,33,0,66.0,0.0,0.0
Mali,41,2,3,0,1,37,0,2.0,0.1,7.32
Togo,41,1,3,0,17,21,0,5.0,0.4,7.32
Zambia,39,0,1,0,2,36,0,2.0,0.05,2.56
French_Polynesia,39,0,0,0,0,39,1,139.0,0.0,0.0
Ethiopia,38,3,0,0,4,34,1,0.3,0.0,0.0
Bermuda,35,0,0,0,14,21,0,562.0,0.0,0.0
Cayman_Islands,29,0,1,0,1,27,0,441.0,15.0,3.45
Eritrea,29,7,0,0,0,29,0,8.0,0.0,0.0
Bahamas,24,0,3,0,0,21,1,61.0,8.0,12.5
Saint_Martin,24,2,2,1,5,17,6,621.0,52.0,8.33
Guyana,23,0,4,0,0,19,0,29.0,5.0,17.39
Sint_Maarten,23,0,4,0,6,13,0,536.0,93.0,17.39
Congo,22,0,2,0,2,18,0,4.0,0.4,9.09
Gabon,21,0,1,0,1,19,0,9.0,0.4,4.76
Myanmar,21,1,1,0,0,20,0,0.4,0.02,4.76
Tanzania,20,0,1,0,3,16,0,0.3,0.02,5.0
Haiti,20,2,0,0,1,19,0,2.0,0.0,0.0
Maldives,19,0,0,0,13,6,0,35.0,0.0,0.0
Guinea-Bissau,18,3,0,0,0,18,0,9.0,0.0,0.0
New_Caledonia,18,0,0,0,1,17,0,63.0,0.0,0.0
Libya,17,0,1,0,0,16,0,2.0,0.1,5.88
Syria,16,0,2,0,2,12,0,0.9,0.1,12.5
Benin,16,0,0,0,2,14,0,1.0,0.0,0.0
Equatorial_Guinea,16,0,0,0,1,15,0,11.0,0.0,0.0
Antigua_and_Barbuda,15,0,0,0,0,15,1,153.0,0.0,0.0
Dominica,14,0,0,0,0,14,0,194.0,0.0,0.0
Mongolia,14,0,0,0,2,12,0,4.0,0.0,0.0
Namibia,14,0,0,0,3,11,0,6.0,0.0,0.0
Saint_Lucia,13,0,0,0,1,12,0,71.0,0.0,0.0
Fiji,12,5,0,0,0,12,0,13.0,0.0,0.0
Grenada,12,0,0,0,0,12,2,107.0,0.0,0.0
Curaçao,11,0,1,0,3,7,0,67.0,6.0,9.09
Greenland,11,1,0,0,3,8,0,194.0,0.0,0.0
Angola,10,2,2,0,2,6,0,0.3,0.06,20.0
Sudan,10,0,2,0,2,6,0,0.2,0.05,20.0
Liberia,10,3,1,1,3,6,0,2.0,0.2,10.0
Suriname,10,0,1,0,0,9,0,17.0,2.0,10.0
Laos,10,0,0,0,0,10,0,1.0,0.0,0.0
Mozambique,10,0,0,0,1,9,0,0.3,0.0,0.0
Seychelles,10,0,0,0,0,10,0,102.0,0.0,0.0
MS_Zaandam,9,0,2,0,0,7,0,0.0,0.0,22.22
Zimbabwe,9,0,1,0,0,8,0,0.6,0.07,11.11
Nepal,9,3,0,0,1,8,0,0.3,0.0,0.0
Chad,9,1,0,0,0,9,0,0.5,0.0,0.0
Saint_Kitts_and_Nevis,9,0,0,0,0,9,0,169.0,0.0,0.0
Eswatini,9,0,0,0,0,9,0,8.0,0.0,0.0
CAR,8,0,0,0,0,8,0,2.0,0.0,0.0
Cabo_Verde,7,1,1,0,0,6,0,13.0,2.0,14.29
Vatican_City,7,0,0,0,0,7,0,8739.0,0.0,0.0
St_Vincent_Grenadines,7,0,0,0,1,6,0,63.0,0.0,0.0
Somalia,7,0,0,0,1,6,0,0.4,0.0,0.0
Mauritania,6,0,1,0,2,3,0,1.0,0.2,16.67
Montserrat,6,0,0,0,0,6,0,1202.0,0.0,0.0
St_Barth,6,0,0,0,1,5,0,607.0,0.0,0.0
Nicaragua,5,0,1,0,0,4,0,0.8,0.2,20.0
Bhutan,5,0,0,0,2,3,0,6.0,0.0,0.0
Turks_and_Caicos,5,0,0,0,0,5,0,129.0,0.0,0.0
Botswana,4,0,1,0,0,3,0,2.0,0.4,25.0
Gambia,4,0,1,0,2,1,0,2.0,0.4,25.0
Belize,4,0,0,0,0,4,0,10.0,0.0,0.0
Malawi,4,1,0,0,0,4,0,0.2,0.0,0.0
Sierra_Leone,4,2,0,0,0,4,0,0.5,0.0,0.0
Anguilla,3,0,0,0,0,3,0,200.0,0.0,0.0
British_Virgin_Islands,3,0,0,0,0,3,0,99.0,0.0,0.0
Burundi,3,0,0,0,0,3,0,0.3,0.0,0.0
Caribbean_Netherlands,2,0,0,0,0,2,0,76.0,0.0,0.0
Falkland_Islands,1,0,0,0,0,1,0,287.0,0.0,0.0
Papua_New_Guinea,1,0,0,0,0,1,0,0.1,0.0,0.0
Timor-Leste,1,0,0,0,0,1,0,0.8,0.0,0.0
China,81639,19,3326,4,76755,1558,331,57.0,2.0,4.07
Total,1182830,66187,63925,4755,244232,874673,41965,151.7,8.2,5.4
