region,total_cases,new_cases,total_deaths,new_deaths,total_recovered,active_cases,serious_cases,total_cases_per_million,mortality_rate
Egypt,366,0,19,0,68,279,0,4.0,5.19
Hong_Kong,357,0,4,0,100,253,4,48.0,1.12
Estonia,352,0,0,0,4,348,4,265.0,0.0
Panama,345,0,6,0,1,338,33,80.0,1.74
Croatia,315,0,1,0,5,309,5,77.0,0.32
Colombia,306,29,3,0,6,297,0,6.0,0.98
Argentina,301,0,4,0,51,246,0,7.0,1.33
Lebanon,267,0,4,0,8,255,4,39.0,1.5
Iraq,266,0,23,0,62,181,0,7.0,8.65
Serbia,249,0,3,0,3,243,12,28.0,1.2
Dominican_Republic,245,0,3,0,3,239,0,23.0,1.22
Armenia,235,0,0,0,2,233,6,79.0,0.0
Algeria,230,0,17,0,65,148,0,5.0,7.39
Bulgaria,201,0,3,0,3,195,8,29.0,1.49
UAE,198,0,2,0,41,155,2,20.0,1.01
Taiwan,195,0,2,0,28,165,0,8.0,1.03
Kuwait,189,0,0,0,30,159,5,44.0,0.0
San_Marino,187,0,20,0,4,163,13,5511.0,10.7
Slovakia,186,0,0,0,7,179,2,34.0,0.0
Latvia,180,0,0,0,1,179,0,95.0,0.0
Lithuania,179,0,1,0,1,177,1,66.0,0.56
Hungary,167,0,8,0,21,138,6,17.0,4.79
Uruguay,162,0,0,0,0,162,3,47.0,0.0
Costa_Rica,158,0,2,0,2,154,2,31.0,1.27
New_Zealand,155,53,0,0,12,143,0,32.0,0.0
Morocco,143,0,4,0,5,134,1,4.0,2.8
North_Macedonia,136,0,2,0,1,133,1,65.0,1.47
Bosnia_and_Herzegovina,136,0,1,0,2,133,1,41.0,0.74
Andorra,133,0,1,0,1,131,2,1721.0,0.75
Jordan,127,0,0,0,1,126,0,12.0,0.0
Vietnam,123,0,0,0,17,106,2,1.0,0.0
Faeroe_Islands,118,0,0,0,23,95,0,2415.0,0.0
Cyprus,116,0,1,0,3,112,3,96.0,0.86
Moldova,109,0,1,0,2,106,3,27.0,0.92
Malta,107,0,0,0,2,105,1,242.0,0.0
Albania,104,0,4,0,2,98,2,36.0,3.85
Burkina_Faso,99,0,4,0,5,90,0,5.0,4.04
Sri_Lanka,97,0,0,0,2,95,2,5.0,0.0
Brunei,91,0,0,0,2,89,2,208.0,0.0
Tunisia,89,0,3,0,1,85,11,8.0,3.37
Cambodia,87,0,0,0,2,85,1,5.0,0.0
Venezuela,84,0,0,0,15,69,2,3.0,0.0
Belarus,81,0,0,0,22,59,0,9.0,0.0
Senegal,79,0,0,0,8,71,0,5.0,0.0
Ukraine,73,0,3,0,1,69,0,2.0,4.11
Azerbaijan,72,0,1,0,10,61,3,7.0,1.39
Réunion,71,0,0,0,1,70,0,79.0,0.0
Kazakhstan,67,5,0,0,0,67,0,4.0,0.0
Oman,66,0,0,0,17,49,0,13.0,0.0
Guadeloupe,62,0,1,0,0,61,4,155.0,1.61
Georgia,61,0,0,0,8,53,1,15.0,0.0
Palestine,59,0,0,0,17,42,0,12.0,0.0
Cameroon,56,0,0,0,2,54,0,2.0,0.0
Martinique,53,0,1,0,0,52,7,141.0,1.89
Trinidad_and_Tobago,52,1,0,0,0,52,0,37.0,0.0
Liechtenstein,51,0,0,0,0,51,0,1338.0,0.0
Uzbekistan,49,3,0,0,0,49,0,1.0,0.0
Afghanistan,42,2,1,0,1,40,0,1.0,2.38
Cuba,40,0,1,0,0,39,3,4.0,2.5
Nigeria,40,0,1,0,2,37,0,0.2,2.5
DRC,36,0,2,0,0,34,0,0.4,5.56
Mauritius,36,0,2,0,0,34,1,28.0,5.56
Channel_Islands,36,0,0,0,0,36,0,207.0,0.0
Rwanda,36,0,0,0,0,36,0,3.0,0.0
Bangladesh,33,0,3,0,5,25,0,0.2,9.09
Guam,33,4,1,0,0,32,0,196.0,3.03
Puerto_Rico,31,0,2,0,1,28,0,11.0,6.45
Honduras,30,0,0,0,0,30,0,3.0,0.0
Bolivia,28,1,0,0,0,28,0,2.0,0.0
Ghana,27,0,2,0,0,25,0,0.9,7.41
Paraguay,27,5,2,1,0,25,1,4.0,7.41
Montenegro,27,0,1,0,0,26,0,43.0,3.7
Macao,25,0,0,0,10,15,0,39.0,0.0
Ivory_Coast,25,0,0,0,2,23,0,0.9,0.0
Mayotte,24,0,0,0,0,24,0,88.0,0.0
Monaco,23,0,0,0,1,22,0,586.0,0.0
French_Polynesia,23,5,0,0,0,23,0,82.0,0.0
Guatemala,20,0,1,0,0,19,0,1.0,5.0
Guyana,20,0,1,0,0,19,0,25.0,5.0
French_Guiana,20,0,0,0,6,14,0,67.0,0.0
Jamaica,19,0,1,0,2,16,0,6.0,5.26
Togo,18,0,0,0,0,18,0,2.0,0.0
Barbados,17,0,0,0,0,17,0,59.0,0.0
Madagascar,17,5,0,0,0,17,0,0.6,0.0
US_Virgin_Islands,17,0,0,0,0,17,0,163.0,0.0
Kenya,16,0,0,0,0,16,0,0.3,0.0
Kyrgyzstan,16,0,0,0,0,16,0,2.0,0.0
Gibraltar,15,0,0,0,5,10,0,445.0,0.0
Isle_of_Man,13,0,0,0,0,13,0,153.0,0.0
Maldives,13,0,0,0,5,8,0,24.0,0.0
Aruba,12,3,0,0,1,11,0,112.0,0.0
Tanzania,12,0,0,0,0,12,0,0.2,0.0
Ethiopia,11,0,0,0,0,11,0,0.1,0.0
Mongolia,10,0,0,0,0,10,0,3.0,0.0
Equatorial_Guinea,9,0,0,0,0,9,0,6.0,0.0
Uganda,9,0,0,0,0,9,0,0.2,0.0
New_Caledonia,8,0,0,0,0,8,0,28.0,0.0
Saint_Martin,8,0,0,0,0,8,0,207.0,0.0
Seychelles,7,0,0,0,0,7,0,71.0,0.0
Gabon,6,0,1,0,0,5,0,3.0,16.67
Benin,6,0,0,0,0,6,0,0.5,0.0
Bermuda,6,0,0,0,0,6,0,96.0,0.0
Haiti,6,0,0,0,0,6,0,0.5,0.0
Suriname,6,1,0,0,0,6,0,10.0,0.0
Cayman_Islands,5,0,1,0,0,4,0,76.0,20.0
El_Salvador,5,2,0,0,0,5,0,0.8,0.0
Curaçao,4,0,1,0,0,3,0,24.0,25.0
Bahamas,4,0,0,0,0,4,0,10.0,0.0
Congo,4,0,0,0,0,4,0,0.7,0.0
Fiji,4,1,0,0,0,4,0,4.0,0.0
Greenland,4,0,0,0,0,4,0,70.0,0.0
Guinea,4,0,0,0,0,4,0,0.3,0.0
Namibia,4,0,0,0,0,4,0,2.0,0.0
Eswatini,4,0,0,0,0,4,0,3.0,0.0
Zimbabwe,3,0,1,0,0,2,0,0.2,33.33
Angola,3,0,0,0,0,3,0,0.09,0.0
Antigua_and_Barbuda,3,0,0,0,0,3,0,31.0,0.0
Cabo_Verde,3,0,0,0,0,3,0,5.0,0.0
CAR,3,0,0,0,0,3,0,0.6,0.0
Djibouti,3,0,0,0,0,3,0,3.0,0.0
Liberia,3,0,0,0,0,3,0,0.6,0.0
Niger,3,0,0,0,0,3,0,0.1,0.0
St_Barth,3,0,0,0,0,3,0,304.0,0.0
Saint_Lucia,3,0,0,0,0,3,0,16.0,0.0
Zambia,3,0,0,0,0,3,0,0.2,0.0
Gambia,2,0,1,0,0,1,0,0.8,50.0
Sudan,2,0,1,0,0,1,0,0.05,50.0
Nepal,2,0,0,0,1,1,0,0.07,0.0
Bhutan,2,0,0,0,0,2,0,3.0,0.0
Chad,2,0,0,0,0,2,0,0.1,0.0
Dominica,2,0,0,0,0,2,0,28.0,0.0
Mauritania,2,0,0,0,0,2,0,0.4,0.0
Myanmar,2,0,0,0,0,2,0,0.04,0.0
Nicaragua,2,0,0,0,0,2,0,0.3,0.0
Sint_Maarten,2,0,0,0,0,2,0,47.0,0.0
Belize,1,0,0,0,0,1,0,3.0,0.0
Eritrea,1,0,0,0,0,1,0,0.3,0.0
Grenada,1,0,0,0,0,1,0,9.0,0.0
Vatican_City,1,0,0,0,0,1,0,1248.0,0.0
Montserrat,1,0,0,0,0,1,0,200.0,0.0
Mozambique,1,0,0,0,0,1,0,0.03,0.0
Papua_New_Guinea,1,0,0,0,0,1,0,0.1,0.0
St_Vincent_Grenadines,1,0,0,0,0,1,0,9.0,0.0
Somalia,1,0,0,0,0,1,0,0.06,0.0
Syria,1,0,0,0,0,1,0,0.06,0.0
Timor-Leste,1,0,0,0,0,1,0,0.8,0.0
Turks_and_Caicos,1,0,0,0,0,1,0,26.0,0.0
Total,381761,2979,16558,51,102429,262774,12062,49.0,4.34
